index,state,agency_type,agency_name,population_1,total_offenses,crimes_against_persons,crimes_against_property,crimes_against_society,assault_offenses,aggravated_assault,simple_assault,intimidation,homicide_offenses,murder_and_nonnegligent_manslaughter,negligent_man_slaughter,justifiable_homicide,human_trafficking_offenses,commercial_sex_acts,involuntary_servitude,kidnapping_abduction,sex_offenses,rape,sodomy,sexual_assault_with_an_object,fondling,incest,statutory_rape,arson,bribery,burglary_breaking_&_entering,counter_feiting_forgery,destruction_damage_vandalism_of_property,embezzle_ment,extortion_blackmail,fraud_offenses,false_pretenses_swindle_confidence_game,credit_card_automated_teller_machine_fraud,imper_sonation,welfare_fraud,wire_fraud,identity_theft,hacking_computer_invasion,larceny_theft_offenses,pocket_picking,purse_snatching,shop_lifting,theft_from_building,theft_from_coin_op_erated_machine_or_device,theft_from_motor_vehicle,theft_of_motor_vehicle_parts_or_acces_sories,all_other_larceny,motor_vehicle_theft,robbery,stolen_property_offenses,animal_cruelty,drug_narcotic_offenses,drug_narcotic_violations,drug_equipment_violations,gambling_offenses,betting_wagering,operating_promoting_assisting_gambling,gambling_equipment_violations,sports_tampering,por_nography_obscene_material,pros_titution_offenses,pros_titution,assisting_or_promoting_prostitution,purchasing_prostitution,weapon_law_violations
397,COLORADO,Cities,Woodland Park,7969.0,283.0,45.0,195.0,43.0,36.0,9.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,7.0,9.0,52.0,0.0,0.0,30.0,6.0,7.0,17.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,9.0,0.0,10.0,5.0,64.0,8.0,0.0,0.0,0.0,38.0,25.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
398,COLORADO,Cities,Wray,2345.0,13.0,9.0,2.0,2.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,COLORADO,Cities,Yuma,3475.0,31.0,10.0,21.0,0.0,9.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,COLORADO,Universities and Colleges,Adams State University,3696.0,9.0,2.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,COLORADO,Universities and Colleges,Aims Community College,8895.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,COLORADO,Universities and Colleges,Arapahoe Community College,15565.0,5.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,COLORADO,Universities and Colleges,Auraria Higher Education Center2,,159.0,23.0,120.0,16.0,20.0,1.0,14.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,1.0,3.0,21.0,0.0,14.0,0.0,19.0,6.0,2.0,0.0,1.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
404,COLORADO,Universities and Colleges,Colorado School of Mines,6639.0,61.0,4.0,56.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,30.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,COLORADO,Universities and Colleges,Fort Lewis College,3743.0,51.0,7.0,33.0,11.0,6.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,18.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,10.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
406,COLORADO,Universities and Colleges,Pikes Peak Community College,18701.0,11.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
407,COLORADO,Universities and Colleges,Red Rocks Community College,11967.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,COLORADO,Universities and Colleges,"University of Colorado, Boulder",40353.0,1110.0,44.0,791.0,275.0,35.0,12.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,19.0,44.0,306.0,0.0,1.0,23.0,1.0,6.0,7.0,0.0,3.0,3.0,3.0,376.0,2.0,1.0,1.0,49.0,3.0,10.0,6.0,304.0,9.0,2.0,3.0,0.0,268.0,160.0,108.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0
409,COLORADO,Universities and Colleges,"University of Colorado, Colorado Springs",17001.0,92.0,13.0,66.0,13.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,1.0,0.0,6.0,3.0,21.0,4.0,0.0,0.0,0.0,11.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
410,COLORADO,Universities and Colleges,"University of Colorado, Denver",32857.0,243.0,12.0,225.0,6.0,12.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,71.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,15.0,0.0,39.0,10.0,31.0,45.0,0.0,0.0,0.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
411,COLORADO,Universities and Colleges,University of Northern Colorado,15950.0,151.0,1.0,126.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,5.0,0.0,1.0,14.0,9.0,1.0,2.0,0.0,2.0,0.0,0.0,88.0,0.0,0.0,1.0,10.0,1.0,8.0,5.0,63.0,6.0,0.0,0.0,0.0,24.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,COLORADO,Metropolitan Counties,Adams,,7310.0,1241.0,4935.0,1134.0,1018.0,454.0,523.0,41.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,72.0,148.0,78.0,13.0,6.0,47.0,0.0,4.0,47.0,2.0,373.0,81.0,982.0,1.0,7.0,446.0,11.0,90.0,18.0,0.0,2.0,315.0,10.0,1804.0,6.0,14.0,136.0,154.0,11.0,615.0,341.0,527.0,1092.0,67.0,33.0,5.0,950.0,462.0,488.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,163.0
413,COLORADO,Metropolitan Counties,Arapahoe,,5465.0,745.0,4451.0,269.0,659.0,190.0,422.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,34.0,18.0,2.0,1.0,11.0,0.0,2.0,13.0,0.0,367.0,38.0,1099.0,0.0,21.0,448.0,6.0,54.0,27.0,0.0,1.0,341.0,19.0,1838.0,0.0,1.0,72.0,171.0,7.0,655.0,49.0,883.0,594.0,15.0,18.0,8.0,174.0,92.0,82.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,1.0,5.0,0.0,72.0
414,COLORADO,Metropolitan Counties,Boulder,,2330.0,313.0,1825.0,192.0,279.0,64.0,187.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,5.0,0.0,3.0,9.0,0.0,0.0,8.0,2.0,172.0,30.0,352.0,7.0,16.0,585.0,252.0,103.0,9.0,0.0,19.0,195.0,7.0,554.0,0.0,0.0,55.0,35.0,0.0,228.0,37.0,199.0,75.0,8.0,16.0,4.0,153.0,103.0,50.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,0.0,0.0,19.0
415,COLORADO,Metropolitan Counties,Clear Creek,,117.0,31.0,79.0,7.0,31.0,9.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,8.0,0.0,1.0,18.0,0.0,1.0,3.0,0.0,5.0,9.0,0.0,36.0,0.0,0.0,0.0,6.0,0.0,10.0,3.0,17.0,9.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
416,COLORADO,Metropolitan Counties,Douglas,,7301.0,1099.0,5610.0,592.0,943.0,229.0,658.0,56.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0,39.0,112.0,42.0,22.0,19.0,22.0,3.0,4.0,47.0,23.0,372.0,114.0,950.0,0.0,61.0,1517.0,1289.0,94.0,67.0,5.0,62.0,0.0,0.0,2136.0,17.0,2.0,167.0,253.0,2.0,592.0,97.0,1006.0,338.0,13.0,39.0,0.0,492.0,304.0,188.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0
417,COLORADO,Metropolitan Counties,Elbert,,107.0,63.0,26.0,18.0,51.0,4.0,27.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,5.0,1.0,0.0,1.0,8.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
418,COLORADO,Metropolitan Counties,El Paso,,6362.0,1441.0,4353.0,568.0,1177.0,361.0,724.0,92.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,72.0,183.0,70.0,22.0,39.0,41.0,8.0,3.0,33.0,0.0,402.0,96.0,853.0,0.0,20.0,692.0,113.0,187.0,325.0,0.0,0.0,55.0,12.0,1707.0,3.0,0.0,99.0,94.0,3.0,609.0,60.0,839.0,344.0,45.0,161.0,27.0,390.0,273.0,117.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,120.0
419,COLORADO,Metropolitan Counties,Gilpin,,267.0,45.0,186.0,36.0,40.0,8.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,16.0,43.0,0.0,2.0,31.0,9.0,8.0,8.0,0.0,0.0,6.0,0.0,62.0,0.0,1.0,0.0,19.0,0.0,19.0,3.0,20.0,8.0,0.0,8.0,0.0,33.0,19.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
420,COLORADO,Metropolitan Counties,Mesa,,3569.0,863.0,2362.0,344.0,726.0,142.0,541.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,109.0,33.0,5.0,3.0,66.0,2.0,0.0,16.0,0.0,289.0,28.0,663.0,0.0,3.0,279.0,40.0,19.0,218.0,0.0,0.0,2.0,0.0,884.0,2.0,1.0,80.0,81.0,0.0,282.0,64.0,374.0,185.0,10.0,5.0,5.0,254.0,146.0,108.0,1.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,77.0
421,COLORADO,Metropolitan Counties,Park,,158.0,66.0,84.0,8.0,52.0,32.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,2.0,0.0,4.0,7.0,0.0,0.0,1.0,0.0,15.0,0.0,15.0,0.0,0.0,22.0,6.0,4.0,1.0,0.0,1.0,9.0,1.0,24.0,0.0,0.0,0.0,8.0,0.0,3.0,1.0,12.0,7.0,0.0,0.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
422,COLORADO,Metropolitan Counties,Pueblo3,,,186.0,,69.0,181.0,24.0,154.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,201.0,16.0,416.0,0.0,0.0,110.0,88.0,8.0,13.0,0.0,1.0,0.0,0.0,,,,,,,,,,137.0,10.0,0.0,0.0,41.0,35.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
423,COLORADO,Metropolitan Counties,Teller,,391.0,126.0,201.0,64.0,108.0,23.0,58.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,4.0,24.0,8.0,55.0,0.0,5.0,33.0,1.0,8.0,18.0,0.0,0.0,6.0,0.0,59.0,0.0,0.0,1.0,11.0,1.0,8.0,0.0,38.0,12.0,1.0,0.0,1.0,36.0,26.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,25.0
424,COLORADO,Metropolitan Counties,Weld,,2465.0,736.0,1460.0,269.0,649.0,169.0,447.0,33.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,64.0,18.0,15.0,7.0,24.0,0.0,0.0,13.0,0.0,150.0,53.0,289.0,6.0,16.0,241.0,92.0,36.0,19.0,0.0,0.0,88.0,6.0,511.0,0.0,0.0,9.0,102.0,4.0,71.0,52.0,273.0,152.0,1.0,28.0,9.0,211.0,133.0,78.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,35.0
425,COLORADO,Nonmetropolitan Counties,Bent,,241.0,60.0,169.0,12.0,52.0,12.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,34.0,2.0,35.0,0.0,0.0,10.0,6.0,0.0,3.0,0.0,1.0,0.0,0.0,66.0,0.0,0.0,11.0,10.0,0.0,7.0,1.0,37.0,12.0,1.0,9.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
426,COLORADO,Nonmetropolitan Counties,Chaffee,,180.0,35.0,125.0,20.0,33.0,4.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,20.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,62.0,0.0,0.0,2.0,16.0,0.0,9.0,1.0,34.0,20.0,0.0,0.0,0.0,9.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
427,COLORADO,Nonmetropolitan Counties,Cheyenne,,17.0,4.0,13.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,COLORADO,Nonmetropolitan Counties,Conejos,,115.0,59.0,55.0,1.0,56.0,3.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,33.0,1.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
429,COLORADO,Nonmetropolitan Counties,Crowley,,183.0,51.0,96.0,36.0,44.0,2.0,19.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,20.0,3.0,19.0,0.0,0.0,11.0,2.0,3.0,3.0,0.0,2.0,1.0,0.0,35.0,0.0,0.0,4.0,5.0,0.0,7.0,3.0,16.0,6.0,0.0,1.0,2.0,27.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
430,COLORADO,Nonmetropolitan Counties,Custer,,257.0,63.0,176.0,18.0,58.0,8.0,21.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,26.0,4.0,48.0,0.0,2.0,26.0,1.0,5.0,6.0,0.0,4.0,7.0,3.0,54.0,0.0,0.0,3.0,5.0,0.0,15.0,3.0,28.0,10.0,3.0,0.0,2.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,6.0
431,COLORADO,Nonmetropolitan Counties,Delta,,583.0,147.0,345.0,91.0,122.0,4.0,61.0,57.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,4.0,1.0,1.0,14.0,0.0,0.0,7.0,0.0,72.0,5.0,81.0,0.0,0.0,30.0,22.0,4.0,3.0,0.0,1.0,0.0,0.0,125.0,0.0,0.0,0.0,13.0,0.0,26.0,1.0,85.0,19.0,1.0,5.0,2.0,72.0,43.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
432,COLORADO,Nonmetropolitan Counties,Dolores,,21.0,6.0,15.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,COLORADO,Nonmetropolitan Counties,Eagle,,322.0,110.0,184.0,28.0,92.0,19.0,65.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,9.0,0.0,1.0,5.0,0.0,0.0,3.0,0.0,13.0,5.0,41.0,0.0,1.0,24.0,0.0,3.0,9.0,2.0,0.0,10.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,72.0,11.0,0.0,0.0,0.0,23.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
434,COLORADO,Nonmetropolitan Counties,Fremont,,569.0,175.0,280.0,114.0,151.0,23.0,108.0,20.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,16.0,3.0,1.0,11.0,0.0,1.0,0.0,2.0,0.0,44.0,3.0,97.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,94.0,0.0,0.0,0.0,24.0,0.0,34.0,1.0,35.0,36.0,0.0,0.0,0.0,104.0,62.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
435,COLORADO,Nonmetropolitan Counties,Garfield,,809.0,200.0,452.0,157.0,177.0,43.0,120.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,19.0,2.0,1.0,12.0,4.0,0.0,0.0,12.0,0.0,53.0,3.0,146.0,1.0,1.0,43.0,1.0,7.0,14.0,0.0,0.0,11.0,10.0,148.0,2.0,0.0,3.0,18.0,6.0,37.0,9.0,73.0,40.0,0.0,5.0,9.0,115.0,55.0,60.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,27.0
436,COLORADO,Nonmetropolitan Counties,Gunnison,,83.0,20.0,59.0,4.0,20.0,3.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,20.0,0.0,0.0,11.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,8.0,0.0,6.0,2.0,4.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
437,COLORADO,Nonmetropolitan Counties,Hinsdale,,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,COLORADO,Nonmetropolitan Counties,Huerfano,,351.0,58.0,235.0,58.0,50.0,16.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,1.0,0.0,4.0,1.0,0.0,4.0,0.0,57.0,4.0,47.0,0.0,1.0,12.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,4.0,5.0,1.0,20.0,0.0,49.0,26.0,4.0,1.0,3.0,41.0,29.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0
439,COLORADO,Nonmetropolitan Counties,Jackson,,73.0,27.0,38.0,8.0,23.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,6.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0
440,COLORADO,Nonmetropolitan Counties,Kiowa,,15.0,3.0,7.0,5.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
441,COLORADO,Nonmetropolitan Counties,La Plata,,647.0,154.0,429.0,64.0,139.0,19.0,63.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,4.0,8.0,0.0,1.0,0.0,0.0,4.0,0.0,90.0,5.0,91.0,0.0,2.0,61.0,10.0,42.0,9.0,0.0,0.0,0.0,0.0,141.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,140.0,33.0,1.0,1.0,0.0,49.0,42.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0
442,COLORADO,Nonmetropolitan Counties,Las Animas,,130.0,15.0,104.0,11.0,12.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,21.0,1.0,17.0,1.0,0.0,8.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0,38.0,0.0,0.0,1.0,3.0,0.0,7.0,2.0,25.0,13.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
